dstport,protocol,tag
55341,udp,dc_t733
9162,tcp,dc_t259
14341,udp,dc_t165
41993,icmp,dc_t302
345,udp,dc_t895
60211,udp,dc_t751
31016,udp,dc_t416
46136,icmp,dc_t525
2031,tcp,dc_t472
50196,udp,dc_t171
29053,udp,dc_t176
40922,icmp,dc_t271
43789,tcp,dc_t901
56444,udp,dc_t507
31932,icmp,dc_t933
12649,tcp,dc_t508
49667,icmp,dc_t064
55242,tcp,dc_t639
12741,udp,dc_t939
45963,udp,dc_t801
39040,udp,dc_t984
16685,icmp,dc_t822
3996,icmp,dc_t092
64720,udp,dc_t938
28739,icmp,dc_t086
21762,tcp,dc_t248
56133,udp,dc_t234
36911,icmp,dc_t386
23747,tcp,dc_t132
36303,udp,dc_t067
64088,udp,dc_t431
55234,tcp,dc_t438
60726,icmp,dc_t739
16890,tcp,dc_t478
31776,udp,dc_t489
20064,icmp,dc_t741
22945,tcp,dc_t632
48671,tcp,dc_t345
44519,icmp,dc_t877
46211,tcp,dc_t694
32501,icmp,dc_t975
54396,icmp,dc_t453
36362,icmp,dc_t556
38315,tcp,dc_t180
45394,udp,dc_t327
25673,icmp,dc_t747
5377,udp,dc_t300
908,udp,dc_t003
17609,tcp,dc_t115
28441,udp,dc_t111
12243,udp,dc_t393
22357,tcp,dc_t570
41355,udp,dc_t703
16151,udp,dc_t281
3557,tcp,dc_t650
13702,tcp,dc_t478
26701,udp,dc_t930
61895,tcp,dc_t486
20658,tcp,dc_t011
42375,icmp,dc_t961
22431,icmp,dc_t945
51514,udp,dc_t999
1540,icmp,dc_t094
39305,udp,dc_t670
29352,icmp,dc_t421
6949,udp,dc_t819
7104,udp,dc_t166
34400,icmp,dc_t740
8794,tcp,dc_t248
60761,udp,dc_t372
64633,icmp,dc_t044
48310,udp,dc_t870
4095,icmp,dc_t579
16877,tcp,dc_t959
8821,tcp,dc_t812
25453,icmp,dc_t211
41240,udp,dc_t398
954,udp,dc_t851
17213,icmp,dc_t991
6223,udp,dc_t327
24269,tcp,dc_t142
26531,udp,dc_t038
41106,tcp,dc_t307
8802,tcp,dc_t453
10770,icmp,dc_t935
30633,udp,dc_t766
61079,udp,dc_t556
817,tcp,dc_t264
22174,icmp,dc_t600
27676,udp,dc_t420
28700,udp,dc_t068
34620,icmp,dc_t667
45929,tcp,dc_t644
21833,udp,dc_t228
2927,icmp,dc_t883
2402,udp,dc_t038
28048,tcp,dc_t953
55156,icmp,dc_t184
13994,tcp,dc_t674
29424,tcp,dc_t936
31892,tcp,dc_t020
8000,udp,dc_t932
60233,tcp,dc_t452
18666,udp,dc_t370
17269,icmp,dc_t249
5735,icmp,dc_t083
2182,udp,dc_t742
55434,tcp,dc_t204
11691,tcp,dc_t325
11344,icmp,dc_t453
5650,udp,dc_t692
29259,icmp,dc_t551
56447,udp,dc_t835
54062,icmp,dc_t014
63808,udp,dc_t784
63922,tcp,dc_t973
48452,udp,dc_t679
58472,icmp,dc_t994
62382,udp,dc_t855
48069,icmp,dc_t501
56639,tcp,dc_t302
8767,tcp,dc_t052
18830,icmp,dc_t944
54144,tcp,dc_t892
1388,tcp,dc_t020
35419,icmp,dc_t977
15018,tcp,dc_t676
46575,icmp,dc_t956
36399,udp,dc_t645
48387,tcp,dc_t096
59918,icmp,dc_t853
13675,udp,dc_t558
15745,tcp,dc_t454
52946,udp,dc_t754
9072,udp,dc_t085
34129,icmp,dc_t481
41309,udp,dc_t874
18999,icmp,dc_t399
46772,icmp,dc_t124
62557,udp,dc_t422
60518,tcp,dc_t933
13541,udp,dc_t481
4003,udp,dc_t180
11994,tcp,dc_t183
24185,icmp,dc_t641
59822,icmp,dc_t731
4551,udp,dc_t402
3514,icmp,dc_t293
22267,icmp,dc_t093
63162,udp,dc_t742
48577,udp,dc_t954
32607,icmp,dc_t019
5376,icmp,dc_t693
5739,icmp,dc_t385
18919,tcp,dc_t913
878,udp,dc_t964
46239,icmp,dc_t384
43133,tcp,dc_t316
39630,udp,dc_t130
17921,udp,dc_t934
6857,udp,dc_t939
29950,udp,dc_t478
39414,tcp,dc_t188
59120,tcp,dc_t558
55112,udp,dc_t066
55467,udp,dc_t826
48164,icmp,dc_t810
44334,udp,dc_t204
21011,tcp,dc_t991
49281,icmp,dc_t194
12707,udp,dc_t792
37789,tcp,dc_t089
34982,tcp,dc_t299
41440,tcp,dc_t025
54916,icmp,dc_t412
29783,udp,dc_t673
26882,tcp,dc_t623
31758,tcp,dc_t224
30073,udp,dc_t894
17288,udp,dc_t515
62922,udp,dc_t353
44493,icmp,dc_t116
29072,icmp,dc_t424
21240,tcp,dc_t478
36383,tcp,dc_t764
28749,tcp,dc_t424
37959,icmp,dc_t758
18300,icmp,dc_t554
39110,icmp,dc_t666
362,tcp,dc_t231
39242,icmp,dc_t844
39905,udp,dc_t388
30818,udp,dc_t373
56758,tcp,dc_t735
61453,udp,dc_t109
28484,udp,dc_t141
41060,udp,dc_t053
35026,tcp,dc_t069
53187,tcp,dc_t898
58852,tcp,dc_t383
64381,udp,dc_t301
57765,tcp,dc_t264
54854,udp,dc_t715
32512,udp,dc_t034
4765,udp,dc_t617
30356,tcp,dc_t420
7531,udp,dc_t965
7661,icmp,dc_t539
23659,tcp,dc_t071
43855,tcp,dc_t006
45006,tcp,dc_t060
38963,icmp,dc_t635
52924,tcp,dc_t509
5373,icmp,dc_t981
35407,tcp,dc_t685
56371,icmp,dc_t282
10945,udp,dc_t668
26827,udp,dc_t223
30434,udp,dc_t207
62998,udp,dc_t739
31303,tcp,dc_t219
53080,icmp,dc_t810
21611,udp,dc_t787
43762,icmp,dc_t214
24198,icmp,dc_t538
6330,udp,dc_t119
57581,icmp,dc_t758
5648,udp,dc_t302
46334,udp,dc_t086
55515,udp,dc_t133
30838,tcp,dc_t089
20059,udp,dc_t084
49727,udp,dc_t903
22020,tcp,dc_t317
35045,icmp,dc_t920
49562,udp,dc_t160
3958,tcp,dc_t035
43386,udp,dc_t651
22253,udp,dc_t702
4171,udp,dc_t406
17535,icmp,dc_t444
10808,tcp,dc_t273
61413,tcp,dc_t456
25686,udp,dc_t101
6535,icmp,dc_t045
23012,icmp,dc_t381
45209,tcp,dc_t322
63338,icmp,dc_t298
64003,icmp,dc_t285
28448,udp,dc_t723
37706,udp,dc_t905
35273,udp,dc_t543
55593,udp,dc_t619
61182,tcp,dc_t995
10968,udp,dc_t070
38535,udp,dc_t384
15061,icmp,dc_t341
34204,udp,dc_t754
3995,tcp,dc_t358
7288,tcp,dc_t869
4352,tcp,dc_t050
20115,icmp,dc_t229
19055,icmp,dc_t893
44894,icmp,dc_t633
46194,tcp,dc_t144
27652,udp,dc_t759
29727,icmp,dc_t281
39231,tcp,dc_t989
34877,tcp,dc_t902
1262,tcp,dc_t052
42898,tcp,dc_t981
9549,tcp,dc_t792
12411,icmp,dc_t960
35641,tcp,dc_t435
51398,tcp,dc_t469
32141,tcp,dc_t829
49841,icmp,dc_t477
28719,icmp,dc_t805
63527,udp,dc_t116
37394,tcp,dc_t043
5427,icmp,dc_t659
56087,tcp,dc_t236
44771,tcp,dc_t863
62123,udp,dc_t570
6073,icmp,dc_t029
26308,icmp,dc_t541
49139,tcp,dc_t562
16962,icmp,dc_t628
21171,icmp,dc_t659
34258,icmp,dc_t422
24951,tcp,dc_t176
55815,tcp,dc_t972
62269,tcp,dc_t808
41739,tcp,dc_t410
12302,icmp,dc_t592
64262,udp,dc_t435
15670,udp,dc_t719
30186,icmp,dc_t798
40143,tcp,dc_t658
2933,udp,dc_t124
64679,icmp,dc_t671
58233,icmp,dc_t518
58193,icmp,dc_t779
38939,icmp,dc_t543
38284,icmp,dc_t348
10130,tcp,dc_t377
33796,icmp,dc_t302
1550,tcp,dc_t827
60409,udp,dc_t874
60491,udp,dc_t842
26463,icmp,dc_t329
9894,tcp,dc_t119
43797,icmp,dc_t136
36864,icmp,dc_t246
50791,tcp,dc_t117
3212,icmp,dc_t426
6023,udp,dc_t463
25144,icmp,dc_t737
17341,udp,dc_t253
44509,tcp,dc_t903
29832,udp,dc_t934
35779,tcp,dc_t569
36660,tcp,dc_t944
31322,udp,dc_t360
5628,icmp,dc_t340
15340,udp,dc_t357
64078,icmp,dc_t795
1466,tcp,dc_t442
6190,tcp,dc_t641
63424,tcp,dc_t705
29601,udp,dc_t599
25478,udp,dc_t899
52094,udp,dc_t294
5500,tcp,dc_t813
25999,udp,dc_t117
13031,icmp,dc_t318
23274,icmp,dc_t168
48470,icmp,dc_t211
38531,icmp,dc_t660
25725,tcp,dc_t161
47802,icmp,dc_t372
15952,icmp,dc_t434
23853,tcp,dc_t446
5111,tcp,dc_t558
44208,tcp,dc_t047
8273,udp,dc_t634
28430,tcp,dc_t184
9606,icmp,dc_t835
36393,tcp,dc_t166
30046,udp,dc_t885
768,tcp,dc_t246
37045,icmp,dc_t501
42829,icmp,dc_t970
65446,tcp,dc_t966
54341,icmp,dc_t786
48627,tcp,dc_t069
55456,tcp,dc_t249
36162,udp,dc_t425
38221,tcp,dc_t119
30994,udp,dc_t276
2500,tcp,dc_t351
56818,icmp,dc_t973
46805,tcp,dc_t690
41660,udp,dc_t702
19012,tcp,dc_t364
7134,udp,dc_t084
3479,udp,dc_t811
40046,icmp,dc_t204
35964,udp,dc_t244
3936,tcp,dc_t523
29008,icmp,dc_t841
62780,tcp,dc_t807
10430,udp,dc_t395
3333,icmp,dc_t455
9946,tcp,dc_t179
38247,icmp,dc_t192
41564,tcp,dc_t497
52267,udp,dc_t108
40629,tcp,dc_t978
56989,udp,dc_t829
14982,tcp,dc_t144
53210,icmp,dc_t410
57003,tcp,dc_t220
6642,tcp,dc_t199
42973,tcp,dc_t650
20275,icmp,dc_t487
24150,udp,dc_t776
27184,icmp,dc_t823
60424,tcp,dc_t854
55427,udp,dc_t015
45383,icmp,dc_t990
46576,tcp,dc_t665
43195,tcp,dc_t626
32950,icmp,dc_t133
31094,udp,dc_t800
18873,icmp,dc_t601
29169,tcp,dc_t143
33958,tcp,dc_t282
26502,icmp,dc_t793
48356,udp,dc_t072
36795,icmp,dc_t276
53970,udp,dc_t186
737,udp,dc_t511
20285,tcp,dc_t987
17504,udp,dc_t755
42799,udp,dc_t113
45107,icmp,dc_t220
59973,udp,dc_t135
56715,tcp,dc_t872
9301,tcp,dc_t813
31305,tcp,dc_t212
2570,udp,dc_t805
59614,icmp,dc_t903
51349,udp,dc_t938
40559,udp,dc_t960
19207,icmp,dc_t822
27497,udp,dc_t510
61114,tcp,dc_t444
14651,tcp,dc_t021
1928,tcp,dc_t062
105,tcp,dc_t333
6846,icmp,dc_t763
45336,tcp,dc_t384
50416,udp,dc_t403
50883,icmp,dc_t586
5298,tcp,dc_t106
15998,icmp,dc_t510
65474,udp,dc_t311
35033,udp,dc_t971
25237,tcp,dc_t549
49360,tcp,dc_t684
22134,tcp,dc_t751
32891,tcp,dc_t678
31515,tcp,dc_t623
58125,udp,dc_t590
5175,udp,dc_t548
47960,icmp,dc_t412
38783,icmp,dc_t357
55722,udp,dc_t056
38548,udp,dc_t565
12864,tcp,dc_t351
55519,icmp,dc_t651
29349,tcp,dc_t929
64661,tcp,dc_t451
64074,icmp,dc_t509
36257,icmp,dc_t315
50158,tcp,dc_t814
34565,tcp,dc_t816
1794,udp,dc_t601
20024,udp,dc_t594
7646,icmp,dc_t319
47285,udp,dc_t226
25669,icmp,dc_t950
5171,tcp,dc_t029
24347,tcp,dc_t559
8692,tcp,dc_t219
60595,icmp,dc_t570
15358,tcp,dc_t709
4942,icmp,dc_t844
20775,icmp,dc_t349
47208,tcp,dc_t572
10306,tcp,dc_t185
52779,icmp,dc_t553
41747,udp,dc_t325
38070,udp,dc_t003
37222,tcp,dc_t727
49332,tcp,dc_t515
31809,icmp,dc_t807
37739,icmp,dc_t410
46995,udp,dc_t174
33656,tcp,dc_t097
21199,tcp,dc_t015
64497,udp,dc_t883
41762,tcp,dc_t992
58153,tcp,dc_t646
34747,tcp,dc_t060
28714,udp,dc_t404
55189,udp,dc_t921
34782,udp,dc_t616
40691,tcp,dc_t018
44664,udp,dc_t420
32531,udp,dc_t871
16078,udp,dc_t775
57905,udp,dc_t912
23537,icmp,dc_t589
64464,udp,dc_t296
9056,tcp,dc_t779
36428,tcp,dc_t483
28030,tcp,dc_t955
17334,icmp,dc_t716
45184,icmp,dc_t495
23820,udp,dc_t631
16952,tcp,dc_t638
24506,icmp,dc_t406
39832,udp,dc_t216
15185,udp,dc_t467
4419,tcp,dc_t010
29266,tcp,dc_t243
61607,udp,dc_t197
54977,icmp,dc_t794
53636,tcp,dc_t074
22083,icmp,dc_t235
20627,tcp,dc_t185
19291,udp,dc_t978
40964,tcp,dc_t401
41319,udp,dc_t959
43119,tcp,dc_t306
38288,tcp,dc_t743
36574,udp,dc_t253
9802,udp,dc_t362
52935,icmp,dc_t754
6420,udp,dc_t513
5860,icmp,dc_t021
1043,tcp,dc_t743
15498,udp,dc_t900
23852,udp,dc_t908
48693,icmp,dc_t864
18320,tcp,dc_t885
33065,tcp,dc_t458
19135,tcp,dc_t115
48445,udp,dc_t420
25298,udp,dc_t638
43704,tcp,dc_t026
43597,icmp,dc_t887
18652,tcp,dc_t042
59125,icmp,dc_t820
47610,tcp,dc_t997
15637,tcp,dc_t539
8720,udp,dc_t019
50751,udp,dc_t066
35186,udp,dc_t234
10174,icmp,dc_t258
63436,icmp,dc_t961
16958,tcp,dc_t545
28695,icmp,dc_t914
63650,tcp,dc_t499
2486,udp,dc_t830
26200,icmp,dc_t916
21670,tcp,dc_t802
31568,tcp,dc_t070
20709,udp,dc_t252
18963,udp,dc_t338
16286,tcp,dc_t887
54569,tcp,dc_t599
58254,udp,dc_t067
38241,icmp,dc_t509
40003,udp,dc_t159
48622,icmp,dc_t062
590,tcp,dc_t549
45611,udp,dc_t064
53203,udp,dc_t752
65259,udp,dc_t639
26268,icmp,dc_t075
43181,udp,dc_t530
35553,udp,dc_t023
58799,icmp,dc_t518
29983,icmp,dc_t148
64825,tcp,dc_t318
17904,tcp,dc_t205
6720,udp,dc_t234
2772,udp,dc_t550
58941,udp,dc_t732
30396,udp,dc_t807
50346,tcp,dc_t170
29922,tcp,dc_t050
9048,icmp,dc_t941
1108,udp,dc_t087
58907,icmp,dc_t749
50426,icmp,dc_t832
36584,icmp,dc_t661
30546,icmp,dc_t060
37031,udp,dc_t448
46980,icmp,dc_t128
63859,udp,dc_t466
53490,udp,dc_t807
48985,tcp,dc_t841
54139,icmp,dc_t960
40291,icmp,dc_t639
52918,udp,dc_t517
17237,udp,dc_t708
20703,icmp,dc_t877
41458,udp,dc_t137
48254,tcp,dc_t190
4473,icmp,dc_t188
8202,udp,dc_t801
9108,icmp,dc_t683
61976,tcp,dc_t798
24967,tcp,dc_t248
33022,icmp,dc_t755
41596,icmp,dc_t751
3831,icmp,dc_t987
4958,tcp,dc_t425
16394,udp,dc_t929
44855,udp,dc_t596
63908,tcp,dc_t157
31722,icmp,dc_t320
21734,icmp,dc_t190
33457,udp,dc_t270
19052,tcp,dc_t947
101,tcp,dc_t032
45301,udp,dc_t331
11500,tcp,dc_t177
36103,udp,dc_t324
48314,icmp,dc_t095
26276,tcp,dc_t860
63491,icmp,dc_t241
40690,udp,dc_t517
378,udp,dc_t782
54084,icmp,dc_t157
9558,udp,dc_t390
1771,icmp,dc_t117
50299,icmp,dc_t541
34009,icmp,dc_t700
62726,tcp,dc_t142
50902,udp,dc_t763
19255,udp,dc_t825
19883,icmp,dc_t070
47653,icmp,dc_t117
52064,icmp,dc_t995
56586,icmp,dc_t582
46861,icmp,dc_t037
46648,tcp,dc_t478
57608,tcp,dc_t194
64629,tcp,dc_t725
14005,tcp,dc_t396
22799,icmp,dc_t813
62426,udp,dc_t648
35751,udp,dc_t958
26962,icmp,dc_t578
23196,tcp,dc_t995
57493,icmp,dc_t556
49716,udp,dc_t656
16719,udp,dc_t289
1083,icmp,dc_t566
40739,tcp,dc_t420
6217,tcp,dc_t441
5293,icmp,dc_t008
22856,icmp,dc_t194
12241,tcp,dc_t640
31662,tcp,dc_t147
23824,tcp,dc_t901
61621,tcp,dc_t921
6408,icmp,dc_t077
44969,tcp,dc_t597
26767,tcp,dc_t329
56801,tcp,dc_t074
52938,tcp,dc_t945
28504,icmp,dc_t716
29236,udp,dc_t538
42603,udp,dc_t484
2010,tcp,dc_t559
27463,udp,dc_t139
32616,icmp,dc_t789
51510,udp,dc_t419
27775,icmp,dc_t266
26807,tcp,dc_t058
24680,tcp,dc_t341
58029,icmp,dc_t134
62050,udp,dc_t518
8338,icmp,dc_t661
56064,icmp,dc_t575
63759,icmp,dc_t449
52337,icmp,dc_t042
20335,udp,dc_t117
28981,udp,dc_t985
54592,tcp,dc_t744
3835,tcp,dc_t886
26208,tcp,dc_t389
65413,tcp,dc_t441
13731,tcp,dc_t714
33115,udp,dc_t275
60086,udp,dc_t636
26098,tcp,dc_t154
61977,tcp,dc_t583
23485,tcp,dc_t756
53103,udp,dc_t071
51822,icmp,dc_t192
60844,icmp,dc_t710
58590,icmp,dc_t091
43738,icmp,dc_t414
31992,tcp,dc_t268
36998,udp,dc_t711
39140,udp,dc_t902
6755,udp,dc_t732
40630,icmp,dc_t022
1563,udp,dc_t503
61305,icmp,dc_t105
17770,tcp,dc_t588
40251,icmp,dc_t314
53052,tcp,dc_t003
27170,udp,dc_t557
36340,udp,dc_t614
44790,udp,dc_t297
53717,tcp,dc_t167
21451,tcp,dc_t296
14418,icmp,dc_t559
59729,tcp,dc_t205
18006,tcp,dc_t937
45556,udp,dc_t016
65484,udp,dc_t924
60798,udp,dc_t152
6141,tcp,dc_t599
18416,tcp,dc_t400
26525,tcp,dc_t901
7025,udp,dc_t746
33607,icmp,dc_t920
27803,icmp,dc_t281
6091,tcp,dc_t339
12149,tcp,dc_t337
14360,tcp,dc_t142
22125,udp,dc_t301
21702,udp,dc_t387
15104,icmp,dc_t887
17214,tcp,dc_t177
49575,icmp,dc_t712
30522,udp,dc_t485
9346,icmp,dc_t696
7035,icmp,dc_t958
24070,tcp,dc_t855
13012,icmp,dc_t468
34256,tcp,dc_t409
18941,tcp,dc_t291
4214,icmp,dc_t601
62959,tcp,dc_t048
48329,tcp,dc_t264
29446,icmp,dc_t824
14496,icmp,dc_t028
16296,udp,dc_t359
2055,icmp,dc_t026
31313,udp,dc_t278
6404,icmp,dc_t933
18181,icmp,dc_t818
61809,tcp,dc_t675
20447,udp,dc_t444
4552,udp,dc_t278
45877,icmp,dc_t418
4523,udp,dc_t453
41298,icmp,dc_t599
61336,udp,dc_t225
44378,udp,dc_t689
58337,tcp,dc_t762
9697,tcp,dc_t621
23850,icmp,dc_t253
60312,tcp,dc_t055
30215,icmp,dc_t206
33685,tcp,dc_t945
18541,tcp,dc_t952
24780,tcp,dc_t220
54406,tcp,dc_t328
17695,tcp,dc_t248
29270,udp,dc_t309
47702,udp,dc_t921
15462,udp,dc_t368
44784,tcp,dc_t260
23349,tcp,dc_t519
125,tcp,dc_t503
36845,tcp,dc_t554
5488,icmp,dc_t095
31116,icmp,dc_t981
64200,icmp,dc_t181
17116,tcp,dc_t390
2399,icmp,dc_t140
45266,tcp,dc_t931
4761,tcp,dc_t124
50044,udp,dc_t505
23080,icmp,dc_t672
6272,udp,dc_t406
47674,tcp,dc_t879
23185,icmp,dc_t452
13027,tcp,dc_t249
13387,udp,dc_t366
29020,icmp,dc_t968
12043,tcp,dc_t312
49387,tcp,dc_t152
6698,icmp,dc_t101
7158,icmp,dc_t526
19561,tcp,dc_t535
9261,icmp,dc_t460
49563,icmp,dc_t774
56178,tcp,dc_t457
23638,udp,dc_t823
43351,tcp,dc_t173
32122,tcp,dc_t125
17468,tcp,dc_t037
2908,tcp,dc_t967
52500,icmp,dc_t679
33062,tcp,dc_t108
33215,icmp,dc_t376
43499,icmp,dc_t498
37577,icmp,dc_t227
34267,tcp,dc_t421
43735,icmp,dc_t328
6538,icmp,dc_t878
47931,tcp,dc_t047
31642,tcp,dc_t200
44210,tcp,dc_t788
48022,icmp,dc_t015
27078,icmp,dc_t779
6787,tcp,dc_t153
6915,tcp,dc_t902
58652,icmp,dc_t552
38143,tcp,dc_t432
14144,icmp,dc_t624
14137,icmp,dc_t643
51674,tcp,dc_t466
29102,udp,dc_t458
28088,icmp,dc_t165
46253,icmp,dc_t972
47590,icmp,dc_t834
65201,udp,dc_t062
21464,udp,dc_t462
63511,udp,dc_t734
37964,tcp,dc_t655
52841,tcp,dc_t809
22905,udp,dc_t095
43294,icmp,dc_t062
15876,tcp,dc_t982
26163,tcp,dc_t058
50104,tcp,dc_t291
36298,icmp,dc_t746
30566,icmp,dc_t586
60640,udp,dc_t286
24615,udp,dc_t613
43613,udp,dc_t648
59585,icmp,dc_t275
58259,icmp,dc_t744
37586,tcp,dc_t424
26681,tcp,dc_t981
5635,icmp,dc_t958
4144,udp,dc_t049
52008,tcp,dc_t582
39955,icmp,dc_t019
16765,icmp,dc_t400
2410,tcp,dc_t350
36887,tcp,dc_t830
41640,tcp,dc_t916
31594,tcp,dc_t891
57402,tcp,dc_t709
648,icmp,dc_t929
57085,icmp,dc_t701
3728,udp,dc_t592
12901,udp,dc_t814
32889,icmp,dc_t326
57059,udp,dc_t485
32413,udp,dc_t007
63533,tcp,dc_t026
18104,icmp,dc_t796
30200,tcp,dc_t026
37458,udp,dc_t177
4008,tcp,dc_t689
44826,icmp,dc_t076
7548,icmp,dc_t121
34511,tcp,dc_t994
48382,tcp,dc_t248
26727,icmp,dc_t217
5589,tcp,dc_t695
17423,icmp,dc_t999
60802,tcp,dc_t526
39406,tcp,dc_t273
47447,udp,dc_t756
27212,tcp,dc_t642
58591,tcp,dc_t011
36313,tcp,dc_t991
33278,tcp,dc_t437
62676,icmp,dc_t223
51764,udp,dc_t715
51522,icmp,dc_t086
45706,udp,dc_t797
20907,tcp,dc_t932
2864,tcp,dc_t577
237,udp,dc_t707
28756,udp,dc_t629
5186,icmp,dc_t350
30475,udp,dc_t978
56284,icmp,dc_t397
62415,tcp,dc_t339
31017,udp,dc_t221
62279,udp,dc_t494
17406,udp,dc_t254
59464,icmp,dc_t086
1489,tcp,dc_t055
51678,tcp,dc_t720
17581,icmp,dc_t765
39677,tcp,dc_t732
54518,udp,dc_t312
22075,udp,dc_t311
45393,tcp,dc_t819
33554,tcp,dc_t862
6293,tcp,dc_t024
17771,icmp,dc_t820
29883,udp,dc_t140
16439,icmp,dc_t454
38731,udp,dc_t906
46707,tcp,dc_t960
61833,icmp,dc_t951
60570,tcp,dc_t210
5281,udp,dc_t335
16505,tcp,dc_t523
20316,udp,dc_t132
63764,tcp,dc_t351
54804,udp,dc_t675
54351,tcp,dc_t958
4116,icmp,dc_t431
33539,icmp,dc_t358
55974,tcp,dc_t088
43947,udp,dc_t392
31062,udp,dc_t148
55117,udp,dc_t433
43331,udp,dc_t707
35647,tcp,dc_t471
48414,udp,dc_t950
23780,icmp,dc_t668
30344,udp,dc_t578
26250,icmp,dc_t472
65196,udp,dc_t369
2039,icmp,dc_t078
7643,udp,dc_t547
1078,icmp,dc_t364
9285,icmp,dc_t331
10772,udp,dc_t883
23859,tcp,dc_t347
34607,icmp,dc_t150
34748,udp,dc_t724
22270,icmp,dc_t993
44950,tcp,dc_t762
24293,udp,dc_t886
59122,tcp,dc_t927
22220,udp,dc_t104
42108,udp,dc_t958
62082,udp,dc_t332
7667,tcp,dc_t546
11960,tcp,dc_t141
9429,tcp,dc_t349
29456,tcp,dc_t724
59169,tcp,dc_t239
25783,icmp,dc_t581
14391,icmp,dc_t822
54267,tcp,dc_t861
57471,udp,dc_t120
4849,icmp,dc_t889
32323,icmp,dc_t203
42100,udp,dc_t321
30355,tcp,dc_t709
29825,udp,dc_t640
34777,udp,dc_t591
24209,udp,dc_t914
58285,tcp,dc_t169
38860,icmp,dc_t330
62158,udp,dc_t674
9755,udp,dc_t894
27630,udp,dc_t819
1748,icmp,dc_t076
58527,udp,dc_t151
37903,tcp,dc_t498
17870,udp,dc_t112
30454,tcp,dc_t161
4917,tcp,dc_t360
13916,udp,dc_t363
34383,tcp,dc_t309
22201,tcp,dc_t243
24315,tcp,dc_t553
15326,icmp,dc_t822
10255,tcp,dc_t980
43931,icmp,dc_t431
22029,udp,dc_t287
23819,udp,dc_t724
3724,icmp,dc_t178
63499,icmp,dc_t406
58148,tcp,dc_t006
8851,tcp,dc_t610
40177,udp,dc_t099
30484,udp,dc_t459
58369,icmp,dc_t282
35745,tcp,dc_t179
28245,icmp,dc_t614
192,udp,dc_t835
52718,icmp,dc_t747
16565,icmp,dc_t597
17787,udp,dc_t286
38336,icmp,dc_t279
62714,udp,dc_t230
1161,tcp,dc_t453
27878,tcp,dc_t742
2605,tcp,dc_t332
24514,tcp,dc_t254
48624,tcp,dc_t113
28375,udp,dc_t494
15976,icmp,dc_t169
10990,udp,dc_t757
42535,icmp,dc_t815
31387,udp,dc_t899
892,icmp,dc_t028
23021,icmp,dc_t593
33003,tcp,dc_t316
63201,tcp,dc_t732
10527,icmp,dc_t634
31952,icmp,dc_t364
17824,icmp,dc_t182
60456,icmp,dc_t250
54833,tcp,dc_t153
43592,icmp,dc_t242
27233,tcp,dc_t871
43659,udp,dc_t947
45064,icmp,dc_t925
55408,udp,dc_t305
60803,tcp,dc_t738
40887,udp,dc_t233
28803,icmp,dc_t573
21654,icmp,dc_t329
55780,icmp,dc_t298
56952,tcp,dc_t832
46487,tcp,dc_t139
20312,tcp,dc_t286
25275,icmp,dc_t033
35728,tcp,dc_t829
25019,tcp,dc_t278
59322,tcp,dc_t595
21745,icmp,dc_t202
1449,tcp,dc_t739
66,tcp,dc_t611
7429,udp,dc_t428
62945,icmp,dc_t672
19692,tcp,dc_t422
13404,icmp,dc_t654
8070,udp,dc_t989
4332,udp,dc_t965
29387,udp,dc_t653
1802,tcp,dc_t865
17820,udp,dc_t917
34874,udp,dc_t088
63448,udp,dc_t357
26802,icmp,dc_t043
21960,tcp,dc_t932
57174,tcp,dc_t793
20722,icmp,dc_t779
9781,udp,dc_t008
26856,icmp,dc_t159
1237,tcp,dc_t292
18226,icmp,dc_t190
29181,icmp,dc_t817
4976,tcp,dc_t850
12822,icmp,dc_t902
14325,icmp,dc_t674
5219,icmp,dc_t680
55114,udp,dc_t392
54912,icmp,dc_t367
59737,icmp,dc_t310
10660,tcp,dc_t456
1090,icmp,dc_t571
41604,icmp,dc_t458
22964,tcp,dc_t633
30062,tcp,dc_t441
11193,tcp,dc_t928
42120,icmp,dc_t762
20143,icmp,dc_t615
10501,udp,dc_t470
26851,tcp,dc_t454
19124,icmp,dc_t358
36809,udp,dc_t348
51852,udp,dc_t352
52386,icmp,dc_t584
59724,udp,dc_t446
30846,tcp,dc_t234
49047,icmp,dc_t084
37046,tcp,dc_t129
7872,udp,dc_t574
64689,udp,dc_t589
631,udp,dc_t082
58969,icmp,dc_t656
20989,icmp,dc_t819
61069,tcp,dc_t756
60700,udp,dc_t876
12652,udp,dc_t225
27526,tcp,dc_t153
10295,udp,dc_t117
51591,icmp,dc_t764
53886,udp,dc_t372
14903,udp,dc_t669
65380,icmp,dc_t662
54525,icmp,dc_t223
29420,tcp,dc_t093
58265,tcp,dc_t473
48278,udp,dc_t133
21224,icmp,dc_t216
4859,icmp,dc_t647
65135,udp,dc_t235
49589,tcp,dc_t453
4225,icmp,dc_t420
6345,icmp,dc_t397
33994,icmp,dc_t356
17864,tcp,dc_t197
60265,udp,dc_t130
2340,icmp,dc_t679
34309,tcp,dc_t554
24080,udp,dc_t710
56194,icmp,dc_t397
58197,icmp,dc_t584
10016,icmp,dc_t198
12252,icmp,dc_t476
24228,icmp,dc_t569
59149,udp,dc_t785
9203,udp,dc_t612
42333,tcp,dc_t924
11659,icmp,dc_t880
