2, 123456789012,eni-n8ygmwnn, 185.144.92.110, 255.35.60.234, 3526, icmp, 6, 22, 2000, 1620140671, 1620140801, REJECT, OK
2, 123456789012,eni-2dzghf8f, 115.126.90.205, 82.222.189.129, 13541, udp, 17, 20, 5000, 1620140755, 1620140738, REJECT, OK
2, 123456789012,eni-tcx2z45h, 138.136.125.145, 80.26.39.209, 4003, udp, 1, 18, 16000, 1620140699, 1620140760, REJECT, OK
2, 123456789012,eni-wtdt91uc, 33.199.77.63, 118.195.130.147, 11994, tcp, 6, 1, 7000, 1620140708, 1620140767, ACCEPT, OK
2, 123456789012,eni-eg39u7vq, 66.247.237.103, 74.88.29.51, 24185, icmp, 17, 8, 6000, 1620140734, 1620140760, REJECT, OK
2, 123456789012,eni-l0t0nyjg, 4.209.112.77, 17.126.38.52, 59822, icmp, 1, 18, 25000, 1620140710, 1620140742, ACCEPT, OK
2, 123456789012,eni-7csktzjc, 162.168.88.131, 156.7.101.42, 4551, udp, 6, 18, 2000, 1620140722, 1620140723, REJECT, OK
2, 123456789012,eni-thugdqfp, 73.225.169.56, 241.63.37.221, 3514, icmp, 17, 12, 10000, 1620140691, 1620140766, REJECT, OK
2, 123456789012,eni-dxp10kab, 80.189.71.167, 82.23.163.84, 22267, icmp, 17, 10, 11000, 1620140703, 1620140739, ACCEPT, OK
2, 123456789012,eni-qyssbxig, 164.178.135.218, 138.110.3.1, 63162, udp, 1, 3, 9000, 1620140741, 1620140728, ACCEPT, OK
2, 123456789012,eni-h55yf1oe, 83.88.27.99, 35.155.37.21, 48577, udp, 6, 15, 8000, 1620140711, 1620140815, REJECT, OK
2, 123456789012,eni-l9fpvgzc, 2.243.39.217, 182.188.76.123, 32607, icmp, 6, 1, 12000, 1620140693, 1620140819, ACCEPT, OK
2, 123456789012,eni-jaro6wf6, 86.156.44.53, 22.91.233.219, 5376, icmp, 6, 16, 14000, 1620140680, 1620140758, ACCEPT, OK
2, 123456789012,eni-waufeiew, 4.67.46.79, 160.92.28.164, 5739, icmp, 6, 24, 12000, 1620140711, 1620140798, REJECT, OK
2, 123456789012,eni-718lmvy7, 140.88.133.10, 234.179.93.61, 18919, tcp, 1, 22, 7000, 1620140682, 1620140730, REJECT, OK
2, 123456789012,eni-5pas8i05, 182.23.251.120, 219.123.20.133, 878, udp, 1, 15, 19000, 1620140714, 1620140750, ACCEPT, OK
2, 123456789012,eni-u5ofpgmk, 81.49.61.69, 210.142.55.151, 46239, icmp, 1, 15, 20000, 1620140732, 1620140753, REJECT, OK
2, 123456789012,eni-fm5040qe, 164.23.217.216, 199.74.227.44, 43133, tcp, 17, 17, 11000, 1620140702, 1620140731, ACCEPT, OK
2, 123456789012,eni-zojls59q, 75.103.43.124, 108.245.132.42, 39630, udp, 17, 8, 6000, 1620140712, 1620140754, REJECT, OK
2, 123456789012,eni-6gczc98j, 227.2.22.138, 212.7.4.107, 17921, udp, 17, 20, 16000, 1620140692, 1620140728, ACCEPT, OK
2, 123456789012,eni-kz1xcdqb, 21.153.208.57, 152.250.221.235, 6857, udp, 6, 24, 22000, 1620140710, 1620140759, REJECT, OK
2, 123456789012,eni-3x4atr1w, 158.75.126.197, 22.4.59.245, 29950, udp, 17, 11, 3000, 1620140716, 1620140761, REJECT, OK
2, 123456789012,eni-0ll6xzdy, 244.231.110.217, 28.125.42.240, 39414, tcp, 1, 15, 17000, 1620140751, 1620140732, REJECT, OK
2, 123456789012,eni-5awmjgx7, 209.118.245.10, 182.11.97.166, 59120, tcp, 17, 3, 18000, 1620140735, 1620140804, REJECT, OK
2, 123456789012,eni-mrwbhgla, 31.221.175.251, 96.36.117.8, 55112, udp, 1, 2, 23000, 1620140731, 1620140780, ACCEPT, OK
2, 123456789012,eni-dc1ci5ve, 146.2.233.135, 164.189.196.105, 55467, udp, 1, 11, 11000, 1620140724, 1620140803, ACCEPT, OK
2, 123456789012,eni-34u0i3z6, 118.131.196.131, 140.195.76.172, 48164, icmp, 1, 24, 23000, 1620140728, 1620140727, ACCEPT, OK
2, 123456789012,eni-4zb0v7b5, 34.72.116.145, 172.239.69.95, 44334, udp, 17, 10, 23000, 1620140756, 1620140804, REJECT, OK
2, 123456789012,eni-efefp4dq, 121.150.141.220, 211.55.115.160, 21011, tcp, 1, 22, 16000, 1620140755, 1620140751, REJECT, OK
2, 123456789012,eni-842rltye, 156.118.148.26, 13.71.167.139, 49281, icmp, 1, 20, 16000, 1620140698, 1620140755, ACCEPT, OK
2, 123456789012,eni-3oedi7rx, 134.139.4.29, 44.77.200.201, 12707, udp, 6, 11, 20000, 1620140747, 1620140789, REJECT, OK
2, 123456789012,eni-724wksp4, 34.219.38.43, 93.114.53.157, 37789, tcp, 1, 14, 12000, 1620140720, 1620140812, REJECT, OK
2, 123456789012,eni-fo8yqfj1, 56.168.65.130, 205.21.146.1, 34982, tcp, 1, 22, 25000, 1620140757, 1620140751, ACCEPT, OK
2, 123456789012,eni-x36whix8, 107.26.32.145, 10.141.165.170, 41440, tcp, 6, 5, 6000, 1620140675, 1620140772, ACCEPT, OK
2, 123456789012,eni-01cfw58k, 171.115.20.236, 242.121.247.71, 54916, icmp, 1, 18, 3000, 1620140756, 1620140808, ACCEPT, OK
2, 123456789012,eni-7unc44v8, 151.136.158.233, 11.214.3.120, 29783, udp, 17, 25, 18000, 1620140723, 1620140812, ACCEPT, OK
2, 123456789012,eni-k34u3jzd, 43.111.205.189, 38.103.240.253, 26882, tcp, 6, 4, 12000, 1620140710, 1620140772, REJECT, OK
2, 123456789012,eni-2a26y7yj, 252.67.109.246, 236.237.148.144, 31758, tcp, 1, 12, 24000, 1620140700, 1620140744, ACCEPT, OK
2, 123456789012,eni-3hx1q9c0, 4.171.98.75, 121.4.38.63, 30073, udp, 6, 7, 8000, 1620140723, 1620140796, ACCEPT, OK
2, 123456789012,eni-vbr37okg, 94.188.143.5, 183.16.161.251, 17288, udp, 1, 12, 15000, 1620140675, 1620140808, ACCEPT, OK
2, 123456789012,eni-9lizse7l, 163.94.245.160, 135.183.244.201, 62922, udp, 1, 16, 14000, 1620140672, 1620140802, ACCEPT, OK
2, 123456789012,eni-65wgrobd, 227.132.252.215, 238.46.121.118, 44493, icmp, 17, 5, 14000, 1620140744, 1620140794, ACCEPT, OK
2, 123456789012,eni-1y39q5db, 190.176.153.43, 112.70.105.24, 29072, icmp, 17, 25, 16000, 1620140713, 1620140782, ACCEPT, OK
2, 123456789012,eni-hlm52d6d, 141.252.222.29, 141.36.114.239, 21240, tcp, 17, 6, 4000, 1620140703, 1620140805, ACCEPT, OK
2, 123456789012,eni-vh3mrs38, 63.157.62.193, 32.77.76.197, 36383, tcp, 1, 2, 2000, 1620140717, 1620140752, ACCEPT, OK
2, 123456789012,eni-zhzju1if, 164.218.147.32, 21.189.25.2, 28749, tcp, 6, 5, 2000, 1620140683, 1620140793, ACCEPT, OK
2, 123456789012,eni-gk1pl0jh, 182.38.245.156, 124.20.232.218, 37959, icmp, 17, 7, 7000, 1620140666, 1620140772, ACCEPT, OK
2, 123456789012,eni-blsrn9xh, 48.180.94.101, 131.108.29.167, 18300, icmp, 6, 8, 1000, 1620140665, 1620140755, REJECT, OK
2, 123456789012,eni-0sty4ufb, 30.213.100.229, 207.255.226.123, 39110, icmp, 1, 1, 4000, 1620140749, 1620140730, ACCEPT, OK
2, 123456789012,eni-zt9yp24n, 252.5.96.142, 123.52.147.113, 362, tcp, 1, 15, 12000, 1620140699, 1620140767, REJECT, OK
2, 123456789012,eni-mwcbhfte, 32.167.55.151, 191.207.199.66, 39242, icmp, 1, 18, 16000, 1620140727, 1620140795, REJECT, OK
2, 123456789012,eni-bsvw5w8v, 95.167.204.126, 187.74.147.164, 39905, udp, 6, 15, 2000, 1620140677, 1620140767, REJECT, OK
2, 123456789012,eni-h7wt6zwt, 107.239.232.103, 72.199.3.175, 30818, udp, 17, 11, 12000, 1620140680, 1620140772, REJECT, OK
2, 123456789012,eni-a7r9uxj0, 57.140.166.171, 202.199.100.253, 56758, tcp, 1, 18, 24000, 1620140746, 1620140806, REJECT, OK
2, 123456789012,eni-yr19pex9, 100.161.211.189, 55.113.65.38, 61453, udp, 1, 1, 16000, 1620140739, 1620140775, ACCEPT, OK
2, 123456789012,eni-0mtk963l, 92.153.31.9, 52.213.220.2, 28484, udp, 17, 25, 19000, 1620140754, 1620140816, ACCEPT, OK
2, 123456789012,eni-xtvrpn6o, 219.254.66.125, 68.94.184.26, 41060, udp, 17, 4, 9000, 1620140673, 1620140729, ACCEPT, OK
2, 123456789012,eni-55tkt7r5, 138.236.79.62, 237.14.63.27, 35026, tcp, 17, 10, 23000, 1620140726, 1620140785, ACCEPT, OK
2, 123456789012,eni-g4t48x8a, 56.215.223.40, 103.198.163.222, 53187, tcp, 17, 20, 5000, 1620140673, 1620140780, REJECT, OK
2, 123456789012,eni-0kouq2q5, 242.53.245.157, 193.181.157.159, 58852, tcp, 6, 23, 17000, 1620140747, 1620140752, REJECT, OK
2, 123456789012,eni-efntyhis, 9.238.200.92, 249.106.170.194, 64381, udp, 6, 14, 7000, 1620140695, 1620140747, ACCEPT, OK
2, 123456789012,eni-488ruy5o, 14.226.84.123, 107.83.149.129, 57765, tcp, 1, 6, 10000, 1620140684, 1620140723, ACCEPT, OK
2, 123456789012,eni-d7p2nz29, 77.246.198.141, 46.12.50.230, 54854, udp, 17, 1, 10000, 1620140732, 1620140779, ACCEPT, OK
2, 123456789012,eni-1a57niqy, 113.252.118.62, 239.159.71.3, 32512, udp, 1, 25, 17000, 1620140738, 1620140754, ACCEPT, OK
2, 123456789012,eni-tei2giif, 158.150.145.34, 31.24.223.23, 4765, udp, 6, 1, 17000, 1620140758, 1620140737, REJECT, OK
2, 123456789012,eni-sto0ksts, 54.106.127.131, 8.235.214.170, 30356, tcp, 17, 25, 9000, 1620140674, 1620140765, ACCEPT, OK
2, 123456789012,eni-i8x44www, 181.23.198.191, 208.162.106.95, 7531, udp, 17, 10, 12000, 1620140754, 1620140770, ACCEPT, OK
2, 123456789012,eni-z575i8n5, 183.130.198.131, 244.96.235.182, 7661, icmp, 17, 1, 23000, 1620140669, 1620140777, ACCEPT, OK
2, 123456789012,eni-b2zxv6xk, 178.120.15.79, 73.125.69.208, 23659, tcp, 1, 8, 8000, 1620140746, 1620140771, REJECT, OK
2, 123456789012,eni-5gomdmgn, 213.48.226.159, 126.110.210.211, 43855, tcp, 1, 8, 10000, 1620140758, 1620140738, ACCEPT, OK
2, 123456789012,eni-i93hq92c, 132.243.206.144, 137.73.132.165, 45006, tcp, 17, 10, 13000, 1620140674, 1620140771, REJECT, OK
2, 123456789012,eni-a5zz6qrz, 72.33.107.174, 64.160.181.113, 38963, icmp, 17, 23, 14000, 1620140756, 1620140768, REJECT, OK
2, 123456789012,eni-sddixuwo, 215.135.220.137, 245.55.37.8, 52924, tcp, 6, 3, 2000, 1620140691, 1620140749, ACCEPT, OK
2, 123456789012,eni-pusvzm9x, 190.192.24.239, 56.108.90.64, 5373, icmp, 17, 20, 23000, 1620140668, 1620140734, REJECT, OK
2, 123456789012,eni-5mz7wruk, 51.85.64.51, 153.203.31.103, 35407, tcp, 6, 16, 20000, 1620140742, 1620140773, REJECT, OK
2, 123456789012,eni-vaddk2k6, 214.64.9.243, 225.180.162.102, 56371, icmp, 1, 23, 11000, 1620140661, 1620140726, REJECT, OK
2, 123456789012,eni-ksv6o1x3, 214.96.34.241, 239.50.165.21, 10945, udp, 1, 15, 8000, 1620140727, 1620140799, ACCEPT, OK
2, 123456789012,eni-kxz1pnep, 13.68.96.150, 234.77.19.45, 26827, udp, 6, 7, 24000, 1620140665, 1620140817, ACCEPT, OK
2, 123456789012,eni-yqw659g6, 165.194.127.153, 175.208.28.249, 30434, udp, 1, 23, 2000, 1620140685, 1620140802, REJECT, OK
2, 123456789012,eni-shzwh190, 97.164.68.182, 184.227.87.150, 62998, udp, 1, 20, 13000, 1620140738, 1620140762, ACCEPT, OK
2, 123456789012,eni-ocqq6t5k, 11.214.185.170, 193.35.21.53, 31303, tcp, 17, 16, 10000, 1620140663, 1620140769, REJECT, OK
2, 123456789012,eni-isv5g0l5, 80.252.160.60, 68.213.167.130, 53080, icmp, 17, 8, 4000, 1620140676, 1620140766, REJECT, OK
2, 123456789012,eni-dp89kflv, 100.108.69.238, 236.69.141.110, 21611, udp, 17, 19, 11000, 1620140737, 1620140814, ACCEPT, OK
2, 123456789012,eni-hdar9dfy, 48.252.179.16, 187.182.87.61, 43762, icmp, 1, 10, 24000, 1620140751, 1620140802, REJECT, OK
2, 123456789012,eni-6z9nxis1, 233.99.34.27, 41.38.51.129, 24198, icmp, 6, 6, 22000, 1620140719, 1620140800, REJECT, OK
2, 123456789012,eni-m153jfts, 79.136.73.218, 80.164.113.211, 6330, udp, 6, 12, 4000, 1620140729, 1620140788, REJECT, OK
2, 123456789012,eni-j5np6svn, 73.140.94.154, 91.193.31.158, 57581, icmp, 17, 2, 13000, 1620140738, 1620140753, REJECT, OK
2, 123456789012,eni-usixzi5o, 13.13.146.37, 3.17.15.99, 5648, udp, 17, 22, 4000, 1620140698, 1620140732, ACCEPT, OK
2, 123456789012,eni-ptm1nnak, 220.27.215.193, 127.0.104.181, 46334, udp, 17, 24, 11000, 1620140709, 1620140747, REJECT, OK
2, 123456789012,eni-eqit8vbu, 55.36.184.96, 193.81.124.88, 55515, udp, 17, 15, 1000, 1620140669, 1620140781, REJECT, OK
2, 123456789012,eni-7kbnv3b5, 52.38.110.220, 134.216.106.121, 30838, tcp, 17, 19, 19000, 1620140680, 1620140774, ACCEPT, OK
2, 123456789012,eni-hu5abj26, 153.243.61.68, 171.54.229.43, 20059, udp, 6, 17, 22000, 1620140692, 1620140775, REJECT, OK
2, 123456789012,eni-tv5mzocf, 254.106.74.215, 24.34.185.226, 49727, udp, 17, 11, 25000, 1620140753, 1620140755, ACCEPT, OK
2, 123456789012,eni-lsbk0srx, 205.2.171.43, 231.144.162.138, 22020, tcp, 1, 10, 17000, 1620140709, 1620140771, REJECT, OK
2, 123456789012,eni-5jvtmpkz, 102.146.69.9, 173.50.246.189, 35045, icmp, 6, 9, 21000, 1620140731, 1620140723, ACCEPT, OK
2, 123456789012,eni-6k7vlyld, 194.232.191.74, 227.25.67.41, 49562, udp, 6, 17, 1000, 1620140753, 1620140747, REJECT, OK
2, 123456789012,eni-52g9o96x, 112.6.166.162, 247.64.210.236, 3958, tcp, 17, 23, 13000, 1620140759, 1620140734, ACCEPT, OK
2, 123456789012,eni-4c7niecu, 171.67.80.157, 1.154.231.33, 43386, udp, 6, 9, 10000, 1620140679, 1620140728, ACCEPT, OK
2, 123456789012,eni-smnou5qr, 143.145.145.253, 126.46.5.237, 22253, udp, 17, 4, 9000, 1620140742, 1620140784, ACCEPT, OK
2, 123456789012,eni-aziopzel, 240.227.90.46, 92.119.191.200, 4171, udp, 17, 2, 21000, 1620140756, 1620140734, ACCEPT, OK
2, 123456789012,eni-7bu305ja, 56.203.210.102, 123.117.76.168, 17535, icmp, 6, 21, 25000, 1620140695, 1620140726, REJECT, OK
2, 123456789012,eni-vildjufk, 193.242.80.217, 54.198.147.118, 10808, tcp, 1, 6, 17000, 1620140712, 1620140745, REJECT, OK
2, 123456789012,eni-tpwc8vhe, 205.76.186.15, 99.189.39.136, 61413, tcp, 17, 4, 3000, 1620140754, 1620140730, REJECT, OK
2, 123456789012,eni-72reojay, 73.36.98.86, 168.91.73.176, 25686, udp, 6, 22, 6000, 1620140682, 1620140762, ACCEPT, OK
2, 123456789012,eni-x5k59ey7, 78.93.162.111, 96.188.110.144, 6535, icmp, 17, 16, 19000, 1620140755, 1620140765, ACCEPT, OK
2, 123456789012,eni-20yomzoy, 27.146.206.207, 164.204.60.174, 23012, icmp, 6, 8, 10000, 1620140692, 1620140767, REJECT, OK
2, 123456789012,eni-x03mytop, 200.122.27.182, 64.150.82.78, 45209, tcp, 17, 15, 8000, 1620140734, 1620140821, REJECT, OK
2, 123456789012,eni-vw6moq6d, 123.241.33.204, 251.21.75.48, 63338, icmp, 17, 21, 2000, 1620140707, 1620140807, ACCEPT, OK
2, 123456789012,eni-k2kmrt7p, 157.252.92.82, 37.86.82.224, 64003, icmp, 1, 21, 22000, 1620140675, 1620140781, REJECT, OK
2, 123456789012,eni-1ozo4v8s, 130.22.213.225, 39.89.161.34, 28448, udp, 1, 7, 7000, 1620140720, 1620140805, ACCEPT, OK
2, 123456789012,eni-5imoyp3l, 83.239.123.99, 234.146.48.3, 37706, udp, 17, 12, 20000, 1620140664, 1620140776, ACCEPT, OK
2, 123456789012,eni-3qfcv5dt, 61.42.41.203, 198.192.97.254, 35273, udp, 6, 5, 16000, 1620140743, 1620140778, REJECT, OK
2, 123456789012,eni-jk6hg2ah, 199.201.142.1, 72.20.195.188, 55593, udp, 17, 8, 14000, 1620140733, 1620140784, REJECT, OK
2, 123456789012,eni-p4l22s7j, 124.189.55.251, 73.253.16.137, 61182, tcp, 1, 20, 25000, 1620140736, 1620140773, REJECT, OK
2, 123456789012,eni-eoceevzh, 138.92.52.83, 17.7.159.48, 10968, udp, 1, 16, 8000, 1620140704, 1620140725, REJECT, OK
2, 123456789012,eni-m7ar9y39, 57.131.168.41, 3.231.12.113, 38535, udp, 6, 25, 5000, 1620140670, 1620140739, REJECT, OK
2, 123456789012,eni-e215rc0z, 182.173.95.253, 123.17.131.204, 15061, icmp, 1, 2, 6000, 1620140745, 1620140739, REJECT, OK
2, 123456789012,eni-y1nvckw8, 243.8.197.241, 221.210.34.2, 34204, udp, 17, 24, 12000, 1620140723, 1620140816, REJECT, OK
2, 123456789012,eni-a4tjpwxw, 26.74.57.233, 69.33.10.185, 3995, tcp, 1, 4, 3000, 1620140684, 1620140807, ACCEPT, OK
2, 123456789012,eni-uihjfkal, 88.66.244.71, 105.228.4.119, 7288, tcp, 17, 2, 19000, 1620140695, 1620140747, REJECT, OK
2, 123456789012,eni-8lsy89b6, 11.98.158.226, 109.249.126.247, 4352, tcp, 6, 20, 11000, 1620140741, 1620140772, REJECT, OK
2, 123456789012,eni-dflggbmk, 185.210.3.206, 69.122.22.23, 20115, icmp, 1, 10, 6000, 1620140675, 1620140795, REJECT, OK
2, 123456789012,eni-fmavygur, 208.85.201.81, 9.60.114.123, 19055, icmp, 17, 17, 20000, 1620140695, 1620140808, REJECT, OK
2, 123456789012,eni-55yzwbmp, 252.114.158.123, 192.6.166.247, 44894, icmp, 17, 13, 5000, 1620140712, 1620140768, ACCEPT, OK
2, 123456789012,eni-6chareno, 79.183.90.211, 254.65.54.237, 46194, tcp, 17, 23, 7000, 1620140750, 1620140785, ACCEPT, OK
2, 123456789012,eni-s9y872ha, 85.107.240.113, 24.31.7.221, 27652, udp, 17, 12, 4000, 1620140750, 1620140793, REJECT, OK
2, 123456789012,eni-1lecw987, 25.58.249.123, 31.252.134.143, 29727, icmp, 6, 23, 11000, 1620140692, 1620140739, REJECT, OK
2, 123456789012,eni-j0lps40z, 67.119.12.121, 65.217.61.37, 39231, tcp, 1, 14, 19000, 1620140683, 1620140756, REJECT, OK
2, 123456789012,eni-8s1t2a8r, 118.103.135.88, 152.143.46.169, 34877, tcp, 6, 8, 3000, 1620140692, 1620140810, ACCEPT, OK
2, 123456789012,eni-qjrs253a, 109.15.127.71, 251.176.64.229, 1262, tcp, 6, 23, 13000, 1620140679, 1620140766, ACCEPT, OK
2, 123456789012,eni-jhqi2yhb, 133.159.212.44, 83.174.106.1, 42898, tcp, 1, 3, 21000, 1620140726, 1620140791, ACCEPT, OK
2, 123456789012,eni-5nd6ncma, 140.51.176.226, 120.40.198.46, 9549, tcp, 6, 12, 22000, 1620140683, 1620140799, ACCEPT, OK
2, 123456789012,eni-9gomtlrb, 44.108.255.226, 232.2.251.170, 12411, icmp, 17, 21, 9000, 1620140691, 1620140764, REJECT, OK
2, 123456789012,eni-bkek5wx0, 179.10.165.136, 118.90.154.177, 35641, tcp, 6, 20, 20000, 1620140714, 1620140778, REJECT, OK
2, 123456789012,eni-qujxdemw, 51.10.36.111, 105.35.226.89, 51398, tcp, 6, 16, 18000, 1620140739, 1620140784, ACCEPT, OK
2, 123456789012,eni-kuoyxg4p, 12.225.166.174, 126.216.134.3, 32141, tcp, 1, 19, 16000, 1620140735, 1620140775, REJECT, OK
2, 123456789012,eni-56gyhpb6, 250.164.185.78, 100.117.141.137, 49841, icmp, 6, 17, 12000, 1620140755, 1620140798, ACCEPT, OK
2, 123456789012,eni-f9ebw5nh, 251.108.221.218, 210.15.94.2, 28719, icmp, 1, 19, 19000, 1620140678, 1620140777, REJECT, OK
2, 123456789012,eni-fk0tvpjh, 104.134.231.49, 106.10.237.123, 63527, udp, 17, 23, 22000, 1620140734, 1620140747, REJECT, OK
2, 123456789012,eni-gelr5rnb, 92.158.20.44, 135.141.130.244, 37394, tcp, 17, 17, 23000, 1620140692, 1620140721, REJECT, OK
2, 123456789012,eni-h5jalt4j, 143.203.29.12, 17.127.248.240, 5427, icmp, 1, 7, 23000, 1620140747, 1620140769, REJECT, OK
2, 123456789012,eni-owjlxnwt, 253.224.197.35, 4.254.132.39, 56087, tcp, 1, 7, 25000, 1620140736, 1620140765, ACCEPT, OK
2, 123456789012,eni-ere1jax5, 99.67.171.215, 107.73.183.130, 44771, tcp, 6, 20, 8000, 1620140733, 1620140802, ACCEPT, OK
2, 123456789012,eni-m873zgnj, 213.132.62.90, 183.198.89.145, 62123, udp, 1, 25, 7000, 1620140706, 1620140723, REJECT, OK
2, 123456789012,eni-kp61xatz, 107.134.38.101, 75.83.113.51, 6073, icmp, 17, 1, 18000, 1620140740, 1620140804, ACCEPT, OK
2, 123456789012,eni-8i9gx7cn, 182.234.40.119, 31.108.212.62, 26308, icmp, 1, 24, 20000, 1620140744, 1620140731, REJECT, OK
2, 123456789012,eni-0732hi3y, 231.165.212.7, 67.213.5.125, 49139, tcp, 1, 1, 14000, 1620140732, 1620140767, ACCEPT, OK
2, 123456789012,eni-gshlech9, 50.255.83.156, 75.7.164.1, 16962, icmp, 6, 6, 18000, 1620140669, 1620140721, ACCEPT, OK
2, 123456789012,eni-28mhbsw4, 34.197.215.118, 27.187.155.47, 21171, icmp, 17, 2, 24000, 1620140745, 1620140778, ACCEPT, OK
2, 123456789012,eni-r7ce7h25, 193.37.116.26, 208.58.123.71, 34258, icmp, 1, 20, 5000, 1620140687, 1620140805, REJECT, OK
2, 123456789012,eni-pueehsyh, 222.107.214.54, 89.34.120.91, 24951, tcp, 6, 20, 20000, 1620140670, 1620140794, ACCEPT, OK
2, 123456789012,eni-twvzp2p9, 78.175.20.88, 221.108.200.64, 55815, tcp, 17, 11, 24000, 1620140747, 1620140745, REJECT, OK
2, 123456789012,eni-l4fgxctf, 222.13.1.26, 186.244.163.151, 62269, tcp, 17, 14, 13000, 1620140729, 1620140788, ACCEPT, OK
2, 123456789012,eni-ame2w6x3, 139.214.212.205, 195.244.60.196, 41739, tcp, 6, 18, 12000, 1620140671, 1620140752, REJECT, OK
2, 123456789012,eni-nwlw9etg, 38.14.154.38, 147.159.89.193, 12302, icmp, 6, 2, 13000, 1620140743, 1620140801, ACCEPT, OK
2, 123456789012,eni-yqkdvprw, 236.175.29.196, 204.181.148.115, 64262, udp, 1, 4, 13000, 1620140682, 1620140773, ACCEPT, OK
2, 123456789012,eni-c56iurl6, 224.251.149.120, 183.155.180.196, 15670, udp, 6, 8, 10000, 1620140682, 1620140765, ACCEPT, OK
2, 123456789012,eni-a321feby, 17.175.244.223, 75.193.109.185, 30186, icmp, 6, 24, 11000, 1620140713, 1620140748, REJECT, OK
2, 123456789012,eni-uw95eynm, 158.71.120.126, 137.214.7.22, 40143, tcp, 1, 5, 13000, 1620140673, 1620140817, ACCEPT, OK
2, 123456789012,eni-w32pzf59, 60.81.89.89, 53.27.4.186, 2933, udp, 6, 18, 20000, 1620140719, 1620140731, REJECT, OK
2, 123456789012,eni-jd04rv3l, 18.147.245.88, 252.135.30.15, 64679, icmp, 17, 7, 15000, 1620140714, 1620140727, ACCEPT, OK
2, 123456789012,eni-m2e7y1sm, 133.71.243.89, 94.106.99.93, 58233, icmp, 6, 6, 7000, 1620140719, 1620140737, REJECT, OK
2, 123456789012,eni-cftsl3wt, 2.233.224.229, 32.106.228.229, 58193, icmp, 17, 11, 8000, 1620140753, 1620140818, REJECT, OK
2, 123456789012,eni-m2clhg8y, 86.9.218.105, 56.82.52.37, 38939, icmp, 17, 7, 8000, 1620140756, 1620140728, REJECT, OK
2, 123456789012,eni-61v08ndo, 246.68.13.137, 211.224.220.116, 38284, icmp, 1, 1, 20000, 1620140745, 1620140799, REJECT, OK
2, 123456789012,eni-aunw0crk, 74.235.149.105, 174.100.167.157, 10130, tcp, 6, 20, 21000, 1620140667, 1620140726, ACCEPT, OK
2, 123456789012,eni-zco61nsn, 131.188.43.63, 24.138.7.107, 33796, icmp, 1, 12, 20000, 1620140718, 1620140819, REJECT, OK
2, 123456789012,eni-pctrc6jl, 126.233.29.245, 188.140.156.180, 1550, tcp, 1, 19, 19000, 1620140757, 1620140792, ACCEPT, OK
2, 123456789012,eni-7ta8d2z5, 200.181.209.19, 35.5.187.229, 60409, udp, 1, 23, 25000, 1620140708, 1620140722, REJECT, OK
2, 123456789012,eni-raepbi53, 23.221.251.208, 4.123.80.234, 60491, udp, 1, 25, 3000, 1620140673, 1620140779, ACCEPT, OK
2, 123456789012,eni-1rh17mhp, 79.80.247.226, 77.100.147.170, 26463, icmp, 6, 24, 1000, 1620140725, 1620140745, ACCEPT, OK
2, 123456789012,eni-77vq0nme, 17.193.244.42, 2.188.63.161, 9894, tcp, 1, 8, 2000, 1620140754, 1620140771, REJECT, OK
2, 123456789012,eni-cik89kmj, 215.93.177.85, 64.83.170.141, 43797, icmp, 17, 6, 23000, 1620140719, 1620140732, REJECT, OK
2, 123456789012,eni-znfn8g0l, 245.53.85.100, 102.216.111.175, 36864, icmp, 6, 18, 12000, 1620140747, 1620140761, REJECT, OK
2, 123456789012,eni-0wubdlak, 130.93.174.7, 41.144.140.27, 50791, tcp, 17, 11, 2000, 1620140726, 1620140757, REJECT, OK
2, 123456789012,eni-v4vmz27m, 230.200.111.214, 240.52.159.160, 3212, icmp, 17, 21, 22000, 1620140664, 1620140737, REJECT, OK
2, 123456789012,eni-l3ing4iv, 199.72.236.167, 187.25.36.252, 6023, udp, 1, 16, 24000, 1620140710, 1620140777, ACCEPT, OK
2, 123456789012,eni-kar3e53l, 233.212.28.131, 93.101.173.54, 25144, icmp, 6, 2, 19000, 1620140680, 1620140785, ACCEPT, OK
2, 123456789012,eni-v92fcglj, 82.90.218.89, 164.34.132.120, 17341, udp, 1, 21, 13000, 1620140727, 1620140728, ACCEPT, OK
2, 123456789012,eni-fwrgwgg7, 208.1.6.233, 224.84.245.176, 44509, tcp, 17, 22, 2000, 1620140689, 1620140821, REJECT, OK
2, 123456789012,eni-61g2c3rs, 21.212.121.145, 216.165.212.51, 29832, udp, 1, 17, 12000, 1620140679, 1620140780, REJECT, OK
2, 123456789012,eni-3ao8p4kf, 62.30.100.73, 56.161.74.149, 35779, tcp, 6, 7, 4000, 1620140679, 1620140821, ACCEPT, OK
2, 123456789012,eni-50zf1qmu, 253.192.20.3, 156.211.164.10, 36660, tcp, 1, 22, 23000, 1620140729, 1620140787, ACCEPT, OK
2, 123456789012,eni-f9t2ut2a, 186.128.205.164, 36.120.153.168, 31322, udp, 17, 5, 1000, 1620140669, 1620140769, ACCEPT, OK
2, 123456789012,eni-9vdownw4, 101.41.6.39, 251.190.3.163, 5628, icmp, 1, 1, 13000, 1620140678, 1620140792, REJECT, OK
2, 123456789012,eni-5ysar69m, 117.232.68.228, 235.91.95.202, 15340, udp, 6, 14, 17000, 1620140756, 1620140733, REJECT, OK
